제품명,가격,제조사,주요 성분,효능 및 기능,복용 방법,주의사항 및 부작용,이미지URL,카테고리/태그
,"11,500원",라이펫ㅣ포포네,,,"간식 에그미트볼 말 제형 에그미트볼 급여 방법 권장 급여량에 맞춰 급여해 주시고, 실제 급여량은 반려견의 체형·활동량·건강상태에 따라 조정하세요 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"3,500원",라이펫ㅣ트러스티푸드,"소고기 사태 , 소 심장 , 소 허파 , 단호박 , 소 간 , 당근 , 애호박 , 브로콜리 , 양배추 , 블루베리 , 사과 , 해바라기유 , 치아씨드 , 제이인산칼슘 , 크랜베리 , 난각분말 , 대구간유 , 정제소금 , 주석산수소콜린 , 마그네슘 아미노산킬레이트 , 비타민 E , 아세테이트 , 글루콘산 아연 , 켈프 파우더 , 망간 아미노산킬 레이트 , 비타민 B1 인공 첨가물, 알러젠 관련","영양 전문 수의사가 만든 완전균형 주식사료 생고기 함량 63% 신선한 국내산 생고기 사용 안전하고 믿을 수 있는 첨가물, 인공보존재 ZERO 국내산 원재료 사용으로 자신있는 성분 공개 2","동결건조 사료 트러스티푸드 비프 패티 제형 동결건조 패티 급여 방법 물에 불리거나, 간식 또는 사료 토핑으로 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"22,800원",라이펫ㅣ펫생각,"쌀 , 분리대두단백(NON-GMO) , 타피오카전분 , 글리세린 , 농축호박분말 , 글루코사민염산염 , 카놀라유 , 프로필렌글리콜 , 프락토올리고당 , 보스웰리아추출물 , 상어연골분말 , 산성피로인산나트륨 , 해조칼슘 , 소르빈산칼륨 , 해조추출물 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",관절 케어에 좋은 보스웰리아 함유 알러지 걱정없이 가수분해 오리고기 건강하고 신선한 100% 휴먼그레이드 쉽게 잘리는 말랑한 츄어블 타입 2,관절 영양제 데일리케얼 리얼 칼슘 제형 펠릿 급여 방법 권장 급여량에 맞춰 간식처럼 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ딩고나투라,"건조칠면조 , 현미 , 건조사과 , 통쌀 , 오리기름 , 건조전란 , 연어오일 , 식물성식이섬유(완두콩,렌틸콩) , 건조스위스차드 , 건조레드비트 , 스피룰리나 , 유카추출물 , 건조파인애플 , 레드라즈베리차잎 , 가르시니아 , 캄보지아 , 초록입홍합추출물 , 크릴추출물 , 건조당근 , 건조토마토 , 건조아프리칸마리골드 , 건조알팔파 , 건해초 , 서양민들레씨추출물 , 건조브로콜리 , 녹차씨추출물 , 건조카모마일 , 시트러스추출물 , 보리지오일 , 오레가노씨추출물 , 밀크시슬추출물 , 블루베리 , L-카르니틴 , 타우린 , 프락토올리고당 , 단당류 , 프로바이오틱스 , 로즈마리 , 정향 , 건조그레이프프루트 , 올리브오일 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",저지방 단백질로 구성해 체중 관리에 도움 슈퍼푸드 5종을 담아 녹색입홍합·치커리 함유 GMO·색소·방부제 없는 0% 합성첨가물 수의사 기준을 반영해 유럽 30년 다이어트 레시피 2,다이어트 사료 리듀스드(-20%칼로리) 제형 건사료 급여 방법 권장 급여량에 맞게 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ브랜바인,,,영양제 심장 보조제 하트 얼라이브 60ml 제형 액상 급여 방법 스포이드 눈금으로 정량에 맞춰 사료나 간식에 섞어서 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"22,000원",라이펫ㅣ포켄스,"타피오카 , 이소말토올리고당 , 글리세린 , 글루코사민염산염 , 효모추출물 , 젤라틴 , 아마씨분말 , 상어연골분말 , 녹색입홍합분말 , 모노글리세라이드 , 셀룰로오스검 , 향료 , 색소 인공 첨가물, 알러젠 관련",관절 건강에 좋은 글루코사민 함유 기호성이 높고 영양이 풍부한 져키 위생적이고 깨끗한 HACCP 인증 간식 낱개 포장으로 편리한 급여 2,관절 영양 간식 뉴트리션트릿 관절&뼈 제형 져키 급여 방법 권장 급여량에 맞춰 간식처럼 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"11,900원",라이펫ㅣ닥터맘마,"참치 , 연어 , 단호박분말 , 완두콩 , 비타민합제(비타민 D, 비타민 C 외) , 미네랄합제(철, 구리 외) , L-카르니틴 , L-아르기닌 , 타우린 , 코엔자임Q10 , 한천 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",심장 기능에 도움되는 코엔자임Q10 함유 심근 강화를 위해 참치&연어 주원료 사용 환견에게 중요한 수분공급 수분 가득 습식 간식 HACCP의 인증 받은 안심되는 제조시설 2,심장 처방간식 닥터맘마 미니파이케어 하트 제형 무스 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"19,000원",라이펫ㅣ버틀러홀딩스,"오리고기 , 가수분해 오리 , 분리대두단백(ISP) , 쌀 , 보리 , 감자 , 난황 , 시금치 , 혼합곡물(찰흑미, 발아현미, 현미, 찰기장) , 브로콜리 , 아스파라거스 , 단호박 , 캐롭 , 해조칼슘 , 식물성글리세린 , 프락토올리고당 , 구아검 , 소르빈산칼륨 , GABA , L-트립토판 , 티아민 , 피리독신 , 니아신 , 락토바실러스플란타럼 , 오메가3 , 강황 , 산양유 , 바나나 , 치커리 , 유카추출물 , 비타민·미네랄합제 , 아미노산합제 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",에어드라이/스팀보일드로 촉촉하고 기호성 좋은 사료 신선한 국내산 재료로 휴먼그레이드 등급의 사료 흥분 억제 및 숙면 유도하는 신경전달물질 GABA 함유 200g 소분 포장으로 안전하고 신선한 급여 가능 2,행동 케어 반건조 사료 더텐소프트 가바&릴렉스 제형 츄어블 트릿 급여 방법 전자레인지에 10초 정도 데워주시면 부드럽게 급여가 가능합니다. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"17,000원",라이펫ㅣ아더마스,,,간식 플랫져키 캥거루 (100g) 제형 져키 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"2,900원",라이펫ㅣ페노비스,"닭고기 , 정제수 , 당근 , 대두유 , 메추리 , 브로콜리 , 고구마페이스트 , 단호박페이스트 , 프락토올리고당 , 토마토페이스트 , 다시마분말 , 귀리분말 , 제3인산칼슘 , 비타민미네랄믹스 , 양배추 , 시금치 , 난각칼슘 , 프로폴리스 , 효모추출물 , 글루코사민 , 글루콘산아연 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",저칼로리 닭&메추리 프로폴리스로 항산화까지 AAFCO에서 제시하는 21가지 기준에 맞춰 설계 80% 이상의 수분으로 부드럽고 촉촉한 제형 유지 멸균 레토르트 방식으로 유해균 완전 멸균 2,주식 미트팡 닭고기&메추리 80g 제형 화식 급여 방법 개봉 전 충분히 주물러 주신 후 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"27,000원",라이펫ㅣ고네이티브,,,일반 사료 스몰브리드 오리 1.5kg 제형 키블 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"15,000원",라이펫ㅣ아더마스,,,간식 플로팅 퓨레 05 (200g) 제형 퓨레 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"3,000원",라이펫ㅣ스텔라앤츄이스,,,"일반 사료 미니 치킨&연어 패티 퍼피 10g 제형 동결건조 패티 급여 방법 물에 불리거나, 간식 또는 사료 토핑으로 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"75,000원",라이펫ㅣ스텔라앤츄이스,,,일반 사료 포크 밀믹서 510g 제형 밀믹서 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ동해형씨,"인공 첨가물, 알러젠 관련","동해 바다 횟감으로 만든 저알러지, 고영양 식품 첨가물 없이도 발견한 압도적 기호성 신선도가 가장 높은 자연산 통생선 그대로 전연령층이 즐길 수 있는 부드러운 반건조 생선 2",원물건조 간식 동해형씨 레토르트 도치 20g 제형 원물건조 도치 급여 방법 권장 급여량에 따라 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"38,000원",라이펫ㅣ아더마스,,,주식 플래닛 비프 (360g) 제형 화식 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"47,700원",라이펫ㅣ나우,,,일반 사료 스몰브리드 어덜트 독 2.7kg 제형 건사료 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ브랜바인,,,영양제 엔케이티 셀벳 54g 제형 파우더 급여 방법 정량에 맞게 사료에 섞어서 급여해 주세요. (동봉된 스푼을 가득 채우면 0.6g) 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"51,000원",라이펫ㅣ오리젠,,,일반 사료 오리젠 6 피쉬 독 2kg 제형 건사료 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"9,800원",라이펫ㅣ펫생각,"글리세린 , 정제수 , 카복시메틸셀룰로오스나트륨 , 소르빈산칼륨 , 알란토인 , 글리신 , 향료(메론맛)(별규) , 부틸렌글라이콜 , 트레할로오스 , 효모/쌀발효여과물 , 브로멜라인 , 1,2-헥산다이올 , 우유단백질추출물 , 락토바실러스/소이밀크발효여과물 , 말토덱스트린 , 펜틸렌글라이콜 , 락토바실러스발효물 , 스타아니스추출물 , 프로테아제 , 라이소자임 , 황금추출물 , 스피룰리나 플라텐시스추출물 , 하이드롤라이즈드키토산 , 미역귀추출물 , 프로폴리스추출물 , 키토산 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",흐르지 않는 쫀쫀한 제형 치석에 도움되는 3종 천연 효소 메론맛으로 높은 기호성 바르기 쉬운 좁은 튜브 입구 2,,,https://img.lifet.co.kr/logo/app_logo.png,
,"11,900원",라이펫ㅣ닥터맘마,"연어 , 가수분해 연어 , 비타민합제(비타민 D, 비타민 C 외) , 미네랄합제(철, 구리 외) , 타우린 , 콜라겐 , 스피루리나분말 , 오메가-3 , 레시틴 , 한천 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",알러지 개선에 도움되는 오메가3 함유 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 HACCP의 인증 받은 안심 제조시설 2,알러지 처방간식 닥터맘마 미니파이케어 하이드로 제형 무스 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"53,900원",라이펫ㅣ바프독,"소보섭살 , 소사태살 , 소심장 , 송아지목뼈 , 소간 , 소비장 , 단호박 , 당근 , 양배추 , 콜리플라워 , 그린빈 , 애호박 , 케일 , 사과 , 녹색바나나 , 표고버섯 , 딸기 , 블루베리 , 밀싹 , 햄프씨드 , 치아씨드 , 대구간유 , 코코넛오일 , 켈프 , 실리엄허스크 , 난각분말 , 요오드화소금 , 비타민 E , 망간 , 아연 , 비타민D , 비타민B-Complex 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","식이 관리에 도움되는 단일 단백질 레시피 비만 친구들의 체중 관리에 도움 칼슘, 인 수치가 낮아 노견에게도 안전 늘 새롭고 신선하게 생산일 1-2주 내 배송 2","생식 프리미엄 비프(소 단일) 제형 원물 급여 방법 상온 기준 반드시 20분 내 급여해주시고, 이후에는 폐기해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기",,https://img.lifet.co.kr/logo/app_logo.png,
,"12,900원",라이펫ㅣ동해형씨,"인공 첨가물, 알러젠 관련","동해 바다 횟감으로 만든 저알러지, 고영양 식품 신선한 생선의 진한 향으로 압도적 기호성 영양과 안전성을 살린 휴먼그레이드 이상의 원물 전 연령층이 즐길 수 있는 부드러운 반건조 간식 2",원물건조 간식 동해형씨 원물건조 잡어 제형 원물건조 잡어 급여 방법 권장 급여량에 따라 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"25,000원",라이펫ㅣ곰곰연구소,"생선연육 , 쌀가루 , 감자분말 , 정제염 , 마카추출분말 , 밀크씨슬분말 , 건조맥주효모 , 강황분말 , 소르빈산칼륨 , 비타민 A , 비타민 B1 , 비타민 B2 , 비타민 B3 , 비타민 B6 , 비타민 E , 콜라겐 , 코코넛오일 , 햄프씨드 , 오메가-6 , 비타민 C , 히알루론산 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","피부 건강에 도움되는 콜라겐, 코코넛오일 함유 HACCP의 인증을 받은 안전한 생산 공정 흰살 생선 베이스의 저칼로리 맛있는 간식 스틱 타입으로 간편한 급여 가능 2",피부 영양 간식 닥터웰릿 에스케어 3.0 제형 져키 스틱 급여 방법 권장 급여량에 맞춰 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"27,000원",라이펫ㅣ마이베프,"우유 , 크랜베리추출물 , 타우린 , N-아세틸-D-글루코사밍 , 해조칼슘 , 비타민 E , 오메가3분말 , 코엔자임Q10 , 유당분해효소(락티아제) 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",친환경 무항생제 1A 등급 국내산 생유 사용 안심하고 급여 가능한 100% 휴먼그레이드 성분 락티아제를 함유해 소화 및 흡수에 도움 낱개 포장되어 휴대성 좋은 대용량 펫밀크 2,펫밀크 생유베리마치 펫밀크 제형 드링크 급여 방법 흔들어서 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"12,000원",라이펫ㅣ아더마스,,,주식 블루베리 치즈 (80g) 제형 화식 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"54,500원",라이펫ㅣ클리닉스,"아미노산제 , 타우린 , 허브추출물 , 자일로올리고당(XOS) , 레시틴 , Y-아미노부티르산(GABA) , 천연과일향 , 비타민 B1 , 엽산 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.",아밀로이드 베타에 의한 신경세포 손상 방지에 도움 다중타겟메커니즘으로 타우단백질 과인산화 억제 캡슐로 간편한 인지기능 개선보조제 다중타겟메커니즘으로 아세틸콜린 분해 억제 2,인지기능 개선보조제 클리닉스 뉴로제닉스 제형 캡슐 급여 방법 캡슐을 직접 급여하거나 열어서 분말을 사료 또는 간식과 함께 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"34,800원",라이펫ㅣ펫생각,"맥주효모 , 결정셀룰로오스 , 이소말트 , 에키네시아추출물 , 배농축혼합분말 , 대나무수액추출분말 , 도라지추출분말 , 스테아린산마그네슘 , 민들레엑기스분말 , 초유단백분말 , 프로폴리스추출물 , 금은화추출분말 , 비타민 C , 케르세틴 , 히드록시프로필메틸셀룰로오스 , 정제수 , 이산화티타늄 , 카라기난 , 소르비탄지방산에스테르 , 염화마그네슘 , 글리세린 , 염화칼륨 , 베타글루칸 인공 첨가물, 알러젠 관련 성분의 함량 평가는 소형견/고양이 5kg, 중대형견은 15kg 기준이며, 특정 질환에 유효성이 입증된 경우 함께 표시했어요.","하드 캡슐 + 분말 형태 밀도 높은 흡수율 미국, 유럽 인증 천연 면역 강화 성분 1캡슐 당 300mg 고함량 영양보조제 강아지, 고양이 전용 이중 안전성 검토 완료 2",기관지 영양제 데일리케얼 슈퍼리얼 브레스 프로 제형 알약 급여 방법 캡슐을 열어 사료나 간식에 섞어 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,"52,000원",라이펫ㅣ스텔라앤츄이스,,,일반 사료 로우블렌드 키블 1.6kg 제형 키블 급여 방법 권장 급여량에 맞춰 급여해 주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
,0원,라이펫ㅣ베토퀴놀,"결정셀룰로오스 , 팜유 , 곡류전분 , 실리카 , 향미제합제 , 천연착향료 인공 첨가물, 알러젠 관련",리움(대황) 추출물로 신장 섬유화 진행 억제 신장 섬유화 억제로 추가 손상 예방에 초점 지속적인 복용시 전반적 신장 수치 개선 2,신장 영양제 베토퀴놀 루비날 제형 타블렛 급여 방법 1일 2회로 나누어 직접 급여하거나 잘게 부순 후 주식/간식과 함께 급여해주세요. 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로 로그인하고 우리 아이 궁합을 확인해보세요! 로그인/회원가입 아이의 정보와 제조사 권장 급여량에 기반해 계산되었습니다. 꼭 급여 방법 및 적정 급여량을 확인하고 급여해주세요. 상세정보 펼쳐보기,,https://img.lifet.co.kr/logo/app_logo.png,
